OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,LocalAqfrName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
MYRWA,Mystic River Watershed Association (Massachusetts),MYRWA-WIB001,"Winn's Brook at Little Pond in Belmont; outlet from Pond, downstream side of the bridge; sample from the top of concrete structure",River/Stream,,01090001,,,,,42.3994000000,-71.1610900000,,,,GPS-Unspecified,WGS84,,,,,,,US,25,017,,,,,,,,,,STORET
NALMS,North American Lake Management Society,NALMS-F611923,"Farm Pond, Middlesex County, MA, USA, 42.2339106, -71.3457419",Lake,Lake,01090001,,,,,42.2340000000,-71.3460000000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,017,,,,,,,,,,STORET
NALMS,North American Lake Management Society,NALMS-F612242,"Spy Pond, Middlesex County, MA, USA",Lake,Lake,01090001,,,,,42.4080000000,-71.1550000000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,017,,,,,,,,,,STORET
NALMS,North American Lake Management Society,NALMS-F612806,"Lake Quannapowitt, Middlesex County, MA, USA",Reservoir,Reservoir,01090001,,,,,42.5150000000,-71.0790000000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,017,,,,,,,,,,STORET
NARS_WQX,EPA National Aquatic Resources Survey (NARS),NARS_WQX-NCA_MA-10160,NCA_MA-10160,Ocean,,01090001,,,,,42.7357331300,-70.8103611000,,,,GPS-Unspecified,NAD83,3,m,,,Unknown,UNKWN,US,25,009,,,,,,,,,,STORET
NARS_WQX,EPA National Aquatic Resources Survey (NARS),NARS_WQX-NCA_MA-10182,NCA_MA-10182,Ocean,,01090001,,,,,42.7042136700,-70.8217511400,,,,GPS-Unspecified,NAD83,1.2,m,,,Unknown,UNKWN,US,25,009,,,,,,,,,,STORET
NARS_WQX,EPA National Aquatic Resources Survey (NARS),NARS_WQX-NCA_MA-10186,NCA_MA-10186,Ocean,,01090001,,,,,42.7380687700,-70.8059749800,,,,GPS-Unspecified,NAD83,3.3,m,,,Unknown,UNKWN,US,25,009,,,,,,,,,,STORET
SSCW,Salem Sound Coastwatch (Volunteer),SSCW-160D,Wolf Trap Brook - Downstream of Rte. 127,River/Stream,,01090001,,,,,42.5819730000,-70.7341650000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
SSCW,Salem Sound Coastwatch (Volunteer),SSCW-161,Wolf Trap Marsh Outlet,River/Stream Intermittent,,01090001,,,,,42.5784700000,-70.7347100000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
SSCW,Salem Sound Coastwatch (Volunteer),SSCW-161E,Wolf Trap Estuary - East side of wooden bridge,Wetland Estuarine-Emergent,,01090001,,,,,42.5795640000,-70.7357460000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
SSCW,Salem Sound Coastwatch (Volunteer),SSCW-212,Mingo Beach,Storm Sewer,,01090001,,,,,42.5507360000,-70.8395670000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
SSCW,Salem Sound Coastwatch (Volunteer),SSCW-213,Brackenbury Beach - Concrete culvert on east side,Storm Sewer,,01090001,,,,,42.5509900000,-70.8502800000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
SSCW,Salem Sound Coastwatch (Volunteer),SSCW-222,Brackenbury Beach -  Pipe outfall on west side,Storm Sewer,,01090001,,,,,42.5505900000,-70.8521400000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
SSCW,Salem Sound Coastwatch (Volunteer),SSCW-321,Dane Street Beach - Lawrence brook at beach,Channelized Stream,,01090001,,,,,42.5487600000,-70.8676700000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
SSCW,Salem Sound Coastwatch (Volunteer),SSCW-400,Porter River at Rt. 62 and Holten-Richmond School,Channelized Stream,,01090001,,,,,42.5680900000,-70.9277900000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
SSCW,Salem Sound Coastwatch (Volunteer),SSCW-404,Waters River at Sylvan Street,Channelized Stream,,01090001,,,,,42.5473400000,-70.9451600000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
SSCW,Salem Sound Coastwatch (Volunteer),SSCW-500,North (Proctor) River at Howley St.,Channelized Stream,,01090001,,,,,42.5244360000,-70.9185420000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
SSCW,Salem Sound Coastwatch (Volunteer),SSCW-501,North River Outlet - Downstream side of culvert,River/Stream,,01090001,,,,,42.5250320000,-70.8989920000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
SSCW,Salem Sound Coastwatch (Volunteer),SSCW-525,"Conners Street, Collins Cove",Storm Sewer,,01090001,,,,,42.5302100000,-70.8863100000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
SSCW,Salem Sound Coastwatch (Volunteer),SSCW-537,"North River - Upstream of Rt. 114, Commercial Way",Channelized Stream,,01090001,,,,,42.5247170000,-70.8997500000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
SSCW,Salem Sound Coastwatch (Volunteer),SSCW-553,North (Proctor) River at Cummins Marine,Channelized Stream,,01090001,,,,,42.5267170000,-70.9248530000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
SSCW,Salem Sound Coastwatch (Volunteer),SSCW-559,North River - Commercial St near foot bridge,Channelized Stream,,01090001,,,,,42.5235400000,-70.9029030000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
SSCW,Salem Sound Coastwatch (Volunteer),SSCW-620,Juniper Beach - Storm drain on beach,Storm Sewer,,01090001,,,,,42.5342400000,-70.8658500000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
SSCW,Salem Sound Coastwatch (Volunteer),SSCW-623,"Ocean Ave. 24"" outfall",Storm Sewer,,01090001,,,,,42.5087600000,-70.8873200000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
SSCW,Salem Sound Coastwatch (Volunteer),SSCW-630,Derby Wharf - Storm drain outlet,Storm Sewer,,01090001,,,,,42.5210980000,-70.8871090000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
SSCW,Salem Sound Coastwatch (Volunteer),SSCW-631,Palmer Cove - outfall acccessed from beach,Storm Sewer,,01090001,,,,,42.5138200000,-70.8879900000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
SSCW,Salem Sound Coastwatch (Volunteer),SSCW-722,Stramski Beach - Stream before entering the beach,Storm Sewer,,01090001,,,,,42.5141300000,-70.8650800000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
SSCW,Salem Sound Coastwatch (Volunteer),SSCW-LBI-1,1st Interconnection - 200 Lothrop St,Channelized Stream,,01090001,,,,,42.5538700000,-70.8649700000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
SSCW,Salem Sound Coastwatch (Volunteer),SSCW-LBI-2,2nd Interconnection - 86 Lothrop St,Channelized Stream,,01090001,,,,,42.5554000000,-70.8631400000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
SSCW,Salem Sound Coastwatch (Volunteer),SSCW-LBI-2NE,NE Inlet to 2nd Interconnection - 86 Lothrop St,Storm Sewer,,01090001,,,,,42.5552900000,-70.8632300000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
SSCW,Salem Sound Coastwatch (Volunteer),SSCW-LBI-3S,3rd Interconnection - 35 Foster Drive,Channelized Stream,,01090001,,,,,42.5586400000,-70.8615400000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
SSCW,Salem Sound Coastwatch (Volunteer),SSCW-LBI-4,4th Interconnection - Essex St Train Tracks,River/Stream Intermittent,,01090001,,,,,42.5625200000,-70.8678000000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
SSCW,Salem Sound Coastwatch (Volunteer),SSCW-LB-MR,Lawrence Brook at Mackeral River - Birchwood Drive,River/Stream Intermittent,,01090001,,,,,42.5587400000,-70.8553200000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
SSCW,Salem Sound Coastwatch (Volunteer),SSCW-LB-UK,Lawrence Brook Upstream of Kelleher Pond,River/Stream Intermittent,,01090001,,,,,42.5662000000,-70.8670300000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
SSCW,Salem Sound Coastwatch (Volunteer),SSCW-Man1,Bridge off of Summer St,River/Stream,,01090001,,,,,42.5807800000,-70.7223900000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
SSCW,Salem Sound Coastwatch (Volunteer),SSCW-Man2,"Raymond St, Clark Pond North Inlet",River/Stream,,01090001,,,,,42.5791800000,-70.7228300000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
SSCW,Salem Sound Coastwatch (Volunteer),SSCW-Man3,"Raymond St, Clark Pond SE Inlet",River/Stream,,01090001,,,,,42.5779700000,-70.7205700000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
SSCW,Salem Sound Coastwatch (Volunteer),SSCW-Shet Park,Stormwater Outfall into Salem Harbor on South Berm at Shetland Park,Storm Sewer,,01090001,,,,,42.5142900000,-70.8860700000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
SSCW,Salem Sound Coastwatch (Volunteer),SSCW-SSCWD1,"Beaver Brook - 23 Nichols St, Danvers",River/Stream Intermittent,,01090001,,,,,42.5791900000,-70.9592600000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
SSCW,Salem Sound Coastwatch (Volunteer),SSCW-SSCWD2,"Beaver Brook - 348 Maple St, Danvers",River/Stream Intermittent,,01090001,,,,,42.5780000000,-70.9601100000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
SSCW,Salem Sound Coastwatch (Volunteer),SSCW-SSCWD3,"Crane Brook - Downstream side, Ash St at Purchase St",Channelized Stream,,01090001,,,,,42.5572100000,-70.9372700000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
SSCW,Salem Sound Coastwatch (Volunteer),SSCW-SSCWD4,Crane Brook - Downstream of Moulton Field,Channelized Stream,,01090001,,,,,42.5595900000,-70.9481400000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
SSCW,Salem Sound Coastwatch (Volunteer),SSCW-SSCWP1,"Goldthwait Brook - 245 Lynnfield St, Peabody",Channelized Stream,,01090001,,,,,42.5172000000,-70.9727100000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
SSCW,Salem Sound Coastwatch (Volunteer),SSCW-SSCWP2,"Tapley Brook - 288 Washington St, Peabody",Channelized Stream,,01090001,,,,,42.5179400000,-70.9430300000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
SSCW,Salem Sound Coastwatch (Volunteer),SSCW-SSCWP3,"Goldthwait Brook - 5 Allens Lane, Peabody",River/Stream Intermittent,,01090001,,,,,42.5227200000,-70.9398600000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
SSCW,Salem Sound Coastwatch (Volunteer),SSCW-SSCWP4,"Proctor Brook - 11 Albert Rd, Peabody",River/Stream Intermittent,,01090001,,,,,42.5407300000,-70.9755100000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
SSCW,Salem Sound Coastwatch (Volunteer),SSCW-W0450,"Beaver Brook - 54 Holten St, Danvers",Channelized Stream,,01090001,,,,,42.5620800000,-70.9438800000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
SSCW,Salem Sound Coastwatch (Volunteer),SSCW-W0453,"Proctor Brook - 19 Howley St, Peabody",River/Stream,,01090001,,,,,42.5245100000,-70.9186400000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
SSCW,Salem Sound Coastwatch (Volunteer),SSCW-W0454,"Goldthwait Brook - 107 Foster St, Peabody",Channelized Stream,,01090001,,,,,42.5223100000,-70.9312600000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
SSCW,Salem Sound Coastwatch (Volunteer),SSCW-W0459,"Frost Fist Brook - Cabot Rd, Danvers",Channelized Stream,,01090001,,,,,42.5809000000,-70.9298900000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
SSCW,Salem Sound Coastwatch (Volunteer),SSCW-W0473,"Donegal Brook - 35 Cabot Rd, Danvers",Channelized Stream,,01090001,,,,,42.5774200000,-70.9328900000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
SSCW,Salem Sound Coastwatch (Volunteer),SSCW-W1540,"Frost Fish Brook - 47 Coolidge Rd, Danvers",Channelized Stream,,01090001,,,,,42.5741800000,-70.9293000000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
SSCW,Salem Sound Coastwatch (Volunteer),SSCW-W1541,"Beaver Brook - 48 Pickering St, Danvers",River/Stream Intermittent,,01090001,,,,,42.5673600000,-70.9446200000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
SSCW,Salem Sound Coastwatch (Volunteer),SSCW-W1896,"Proctor Brook - 75 Endicott St, Peabody",River/Stream Intermittent,,01090001,,,,,42.5308700000,-70.9340800000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
